Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
739,593.2,9m 53.2s,38.95687924,-95.27492373,P-GPS,1.6,0.5,3.0,0.9,0.2,0.1,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.382,0.012,3.8,3.794,3.788,0,-0.1,0.2,-2.3,-3.8,-174.2,185.8,1024,1024,1024,1024,788,,,,,
740,593.3,9m 53.3s,38.95687923,-95.27492359,P-GPS,1.6,0.5,3.0,0.9,0.2,0.1,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.382,0.012,3.8,3.794,3.788,0,0,0.2,-2.5,-2.8,-174.2,185.8,1024,1024,1024,1024,789,,,,,
741,593.4,9m 53.4s,38.95687931,-95.27492342,P-GPS,1.3,0.4,3.0,0.9,0.0,0.0,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.382,0.012,3.8,3.794,3.788,0,0,0.3,-2.6,-1.8,-174.2,185.8,1024,1024,1024,1024,822,,,,,
742,593.5,9m 53.5s,38.95687934,-95.27492324,P-GPS,1.3,0.4,3.0,0.9,0.0,0.0,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.382,0.012,3.8,3.794,3.788,0,0,0.3,-2.8,-0.9,-174.2,185.8,1024,1024,1024,1024,850,,,,,
743,593.6,9m 53.6s,38.95687948,-95.27492309,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.382,0.012,3.8,3.794,3.788,0,0,0.3,-2.6,-0.2,-174.2,185.8,1241,1024,1024,1024,1024,,,,,
744,593.7,9m 53.7s,38.95687957,-95.27492295,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.382,0.012,3.8,3.794,3.788,0,0,0.2,-2.7,0,-174.2,185.8,1290,1024,1024,1024,1024,,,,,
745,593.8,9m 53.8s,38.95687974,-95.27492287,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.382,0.012,3.8,3.794,3.788,0,0,0.1,-2.6,0.3,-174.3,185.7,1268,1024,1024,1024,1024,,,,,
746,593.9,9m 53.9s,38.95687983,-95.2749228,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.5,1.5,-174.3,185.7,1258,1024,1024,1024,1024,,,,,
747,594,9m 54s,38.95687999,-95.27492286,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.5,1.7,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.4,1,-174.3,185.7,1261,1024,1024,1024,1024,,,,,
748,594.1,9m 54.1s,38.95688008,-95.27492292,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.4,1.7,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.5,1.1,-174.3,185.7,1307,1024,1024,1024,1024,,,,,
749,594.2,9m 54.2s,38.95688023,-95.27492308,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.4,1.6,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.5,1.2,-174.2,185.8,1319,1024,1024,1024,1024,,,,,
750,594.3,9m 54.3s,38.95688033,-95.27492322,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.3,1.6,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.5,1.9,-174.3,185.7,1323,1024,1024,1024,1024,,,,,
751,594.4,9m 54.4s,38.95688043,-95.27492343,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.3,1.6,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.3,2.5,-174.3,185.7,1328,1024,1024,1024,1024,,,,,
752,594.5,9m 54.5s,38.9568805,-95.27492366,P-GPS,1.0,0.3,2.6,0.8,0.2,0.1,0.0,0.0,5.2,1.6,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.1,0,-2.2,2.7,-174.3,185.7,1293,1024,1024,1024,1024,,,,,
753,594.6,9m 54.6s,38.95688057,-95.27492396,P-GPS,1.0,0.3,2.6,0.8,0.2,0.1,0.0,0.0,5.2,1.6,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.1,0,-2.2,3.2,-174.2,185.8,1060,1024,1024,1024,1024,,,,,
754,594.7,9m 54.7s,38.95688062,-95.27492429,P-GPS,1.0,0.3,2.6,0.8,0.4,0.2,1.1,0.5,5.1,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.2,0,-2.3,2.9,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
755,594.8,9m 54.8s,38.95688064,-95.27492473,P-GPS,1.0,0.3,2.6,0.8,0.4,0.2,1.1,0.5,5.0,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.2,0,-2.5,0.6,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
756,594.9,9m 54.9s,38.95688064,-95.27492517,P-GPS,1.0,0.3,2.6,0.8,0.4,0.2,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.2,0,-2.2,-1.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
757,595,9m 55s,38.9568806,-95.27492561,P-GPS,1.0,0.3,2.3,0.7,0.4,0.2,1.1,0.5,4.9,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.2,0,-2,-3.4,-174,186,1024,1024,1024,1024,1024,,,,,
758,595.1,9m 55.1s,38.95688056,-95.27492595,P-GPS,1.0,0.3,2.3,0.7,0.4,0.2,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.2,0,-1.9,-4.5,-174,186,1024,1024,1024,1024,1024,,,,,
759,595.2,9m 55.2s,38.95688048,-95.2749262,P-GPS,1.0,0.3,2.6,0.8,0.2,0.1,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,-0.1,0,-2.2,-4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
760,595.3,9m 55.3s,38.95688041,-95.27492636,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.3,-3.3,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
761,595.4,9m 55.4s,38.95688031,-95.2749264,P-GPS,1.0,0.3,2.3,0.7,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.3,-2.3,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
762,595.5,9m 55.5s,38.95688022,-95.27492638,P-GPS,1.0,0.3,2.3,0.7,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.4,-1.6,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
763,595.6,9m 55.6s,38.95688013,-95.27492631,P-GPS,1.0,0.3,2.3,0.7,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2.6,-1.1,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
764,595.7,9m 55.7s,38.95688006,-95.27492624,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-2,-0.7,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
765,595.8,9m 55.8s,38.95688001,-95.27492612,P-GPS,1.0,0.3,2.3,0.7,0.0,0.0,0.0,0.0,5.1,1.5,38.95689271,-95.27493322,19,5,56,11.386,0.008,3.799,3.796,3.791,0,0,0,-1.8,-0.6,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
766,595.9,9m 55.9s,38.95687996,-95.274926,P-GPS,1.0,0.3,2.6,0.8,0.2,0.1,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,19,5,56,11.385,0.008,3.799,3.795,3.791,0,0.1,0,-1.6,-0.7,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
767,596,9m 56s,38.95687996,-95.27492586,P-GPS,1.0,0.3,2.6,0.8,0.2,0.1,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,19,5,56,11.385,0.008,3.799,3.795,3.791,0,0.1,0,-1.9,-0.1,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
768,596.1,9m 56.1s,38.95687995,-95.27492572,P-GPS,1.0,0.3,2.6,0.8,0.2,0.1,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,19,5,56,11.385,0.008,3.799,3.795,3.791,0,0.1,0,-1.9,0.3,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
769,596.2,9m 56.2s,38.95687998,-95.27492559,P-GPS,1.0,0.3,2.6,0.8,0.2,0.1,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,18,5,56,11.385,0.008,3.799,3.795,3.791,0,0.1,0,-2.4,0.7,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
770,596.3,9m 56.3s,38.95687999,-95.27492549,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,18,5,56,11.385,0.008,3.799,3.795,3.791,0,0,0,-2.3,1,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
771,596.4,9m 56.4s,38.95688001,-95.27492543,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,18,5,56,11.385,0.008,3.799,3.795,3.791,0,0,0,-2.2,1,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
772,596.5,9m 56.5s,38.95688003,-95.27492541,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,18,5,56,11.385,0.008,3.799,3.795,3.791,0,0,0,-1.6,0.7,-174,186,1024,1024,1024,1024,1024,,,,,
773,596.6,9m 56.6s,38.95688009,-95.27492543,P-GPS,0.7,0.2,2.6,0.8,0.0,0.0,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,18,5,56,11.385,0.008,3.799,3.795,3.791,0,0,0,-1.7,0.1,-174,186,1024,1024,1024,1024,1024,,,,,
774,596.7,9m 56.7s,38.95688014,-95.27492545,P-GPS,0.7,0.2,2.3,0.7,0.0,0.0,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,18,5,56,11.385,0.008,3.799,3.795,3.791,0,0,0,-2,0,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
775,596.8,9m 56.8s,38.9568802,-95.2749255,P-GPS,1.0,0.3,2.3,0.7,0.0,0.0,0.0,0.0,5.1,1.5,38.95689271,-95.27493322,18,5,56,11.385,0.008,3.799,3.795,3.791,0,0,0,-2.1,-0.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
776,596.9,9m 56.9s,38.95688023,-95.27492554,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-2.3,-0.3,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
777,597,9m 57s,38.95688026,-95.2749256,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,1.1,0.5,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-2,-0.3,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
778,597.1,9m 57.1s,38.95688027,-95.27492565,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-2,-0.4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
779,597.2,9m 57.2s,38.95688025,-95.27492571,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-1.9,-0.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
780,597.3,9m 57.3s,38.95688023,-95.27492575,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-2.2,0,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
781,597.4,9m 57.4s,38.9568802,-95.27492578,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-1.9,0.5,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
782,597.5,9m 57.5s,38.95688019,-95.2749258,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-1.9,0.7,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
783,597.6,9m 57.6s,38.9568802,-95.27492583,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,1.5,0.7,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-1.7,0.4,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
784,597.7,9m 57.7s,38.95688022,-95.27492586,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-1.8,0,-174.3,185.7,1024,1024,1024,1024,1024,,,,Obstacle Avoided. Revise Flight Route,
785,597.8,9m 57.8s,38.95688026,-95.27492592,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,1.1,0.5,5.0,1.5,38.95689271,-95.27493322,18,5,56,11.382,0.01,3.799,3.794,3.789,0,0,0,-1.9,0.1,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
786,597.9,9m 57.9s,38.95688028,-95.27492598,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.01,3.799,3.794,3.789,0,0,0,-2,0.1,-174.4,185.6,1024,1024,1024,1024,1024,,,,,
787,598,9m 58s,38.9568803,-95.27492601,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.01,3.799,3.794,3.789,0,0,0,-2,-0.4,-174.4,185.6,1024,1024,1024,1024,1024,,,,,
788,598.1,9m 58.1s,38.95688031,-95.27492603,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.01,3.799,3.794,3.789,0,0,0,-2.3,-0.4,-174.4,185.6,1024,1024,1024,1024,1024,,,,,
789,598.2,9m 58.2s,38.95688034,-95.27492604,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.01,3.799,3.794,3.789,0,0,0,-2.5,-0.3,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
790,598.3,9m 58.3s,38.95688037,-95.27492604,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.01,3.799,3.794,3.789,0,0,0,-2.4,0.2,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
791,598.4,9m 58.4s,38.95688039,-95.27492602,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-2.2,0.4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
792,598.5,9m 58.5s,38.9568804,-95.27492601,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-2,0.3,-174,186,1024,1024,1024,1024,1024,,,,,
793,598.6,9m 58.6s,38.95688043,-95.274926,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-1.8,0.5,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
794,598.7,9m 58.7s,38.95688047,-95.27492601,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-1.7,0.3,-174,186,1024,1024,1024,1024,1024,,,,,
795,598.8,9m 58.8s,38.95688053,-95.27492602,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-2.1,0.6,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
796,598.9,9m 58.9s,38.95688059,-95.27492604,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-2.1,0.6,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
797,599,9m 59s,38.95688063,-95.27492609,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.8,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-2.2,0.4,-174,186,1024,672,1024,1024,1024,,,,,
798,599.1,9m 59.1s,38.95688066,-95.27492616,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.8,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,-2.5,0,-174.1,185.9,1029,500,1024,1024,1024,,,,,
799,599.2,9m 59.2s,38.9568807,-95.27492625,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.8,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,0.3,-0.4,-174,186,1029,517,1024,1024,1024,,,,,
800,599.3,9m 59.3s,38.95688075,-95.27492632,P-GPS,1.0,0.3,2.6,0.8,0.0,0.0,0.0,0.0,4.8,1.5,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0,0,0,8.6,-0.6,-174.1,185.9,1031,650,1024,1024,1024,,,,,
801,599.4,9m 59.4s,38.95688095,-95.27492636,P-GPS,0.7,0.2,2.6,0.8,0.2,0.1,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.1,0,0.1,10.1,-0.5,-174,186,1034,764,1024,1024,1024,,,,,
802,599.5,9m 59.5s,38.95688132,-95.27492636,P-GPS,0.7,0.2,2.6,0.8,0.9,0.4,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.4,0,0.1,7.4,-0.3,-174,186,1035,771,1024,1024,1024,,,,,
803,599.6,9m 59.6s,38.95688189,-95.27492635,P-GPS,0.7,0.2,2.6,0.8,1.3,0.6,1.5,0.7,4.4,1.3,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.6,0,0,4.2,-0.4,-174,186,1056,744,1024,1024,1024,,,,,
804,599.7,9m 59.7s,38.95688255,-95.27492633,P-GPS,0.7,0.2,2.6,0.8,1.6,0.7,1.5,0.7,4.2,1.3,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.7,0,0,2.7,-0.7,-174.1,185.9,1068,694,1024,1024,1024,,,,,
805,599.8,9m 59.8s,38.95688336,-95.27492635,P-GPS,0.7,0.2,2.6,0.8,1.8,0.8,1.8,0.8,3.9,1.2,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.8,0.1,0,2.5,-0.7,-174.1,185.9,1066,694,1024,1024,1024,,,,,
806,599.9,9m 59.9s,38.95688422,-95.27492634,P-GPS,0.7,0.2,2.6,0.8,1.8,0.8,2.1,0.9,3.7,1.1,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.8,0.1,-0.1,3.2,-0.5,-174.1,185.9,1059,727,1024,1024,1024,,,,,
807,600,10m 0s,38.95688515,-95.27492639,P-GPS,0.7,0.2,2.6,0.8,1.8,0.8,2.1,0.9,3.4,1.0,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.9,0.1,-0.1,3.4,-0.5,-174,186,1024,1024,1024,1024,1024,,,,,
808,600.1,10m 0.1s,38.95688611,-95.27492641,P-GPS,1.0,0.3,2.6,0.8,2.0,0.9,2.1,0.9,3.1,0.9,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,0.9,0.1,0,2.5,-0.4,-174,186,1024,1024,1024,1024,1024,,,,,
809,600.2,10m 0.2s,38.95688713,-95.2749265,P-GPS,1.0,0.3,2.6,0.8,2.0,0.9,2.4,1.1,2.8,0.8,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,1,0.1,0,-1.1,-0.5,-174,186,1024,1024,1024,1024,1024,,,,,
810,600.3,10m 0.3s,38.95688815,-95.27492655,P-GPS,1.0,0.3,2.6,0.8,2.2,1.0,2.6,1.2,2.5,0.8,38.95689271,-95.27493322,18,5,55,11.382,0.008,3.798,3.794,3.79,1,0.1,0,-7.6,-0.4,-174,186,991,1024,1024,1024,1024,,,,,
811,600.4,10m 0.4s,38.95688912,-95.27492667,P-GPS,1.0,0.3,2.6,0.8,2.0,0.9,2.6,1.2,2.3,0.7,38.95689271,-95.27493322,19,5,55,11.382,0.008,3.798,3.794,3.79,0.9,0.1,0,-12.9,-0.2,-174,186,912,937,1024,1024,1024,,,,,
812,600.5,10m 0.5s,38.95688993,-95.27492676,P-GPS,1.0,0.3,2.6,0.8,1.6,0.7,2.1,0.9,2.1,0.6,38.95689271,-95.27493322,19,5,55,11.382,0.008,3.798,3.794,3.79,0.7,0.1,0,-12.4,-0.1,-174.3,185.7,834,757,1024,1024,1024,,,,,
813,600.6,10m 0.6s,38.95689051,-95.27492693,P-GPS,1.0,0.3,2.6,0.8,1.1,0.5,1.5,0.7,2.0,0.6,38.95689271,-95.27493322,19,5,55,11.382,0.008,3.798,3.794,3.79,0.5,0,0,-5.6,-1.1,-174.2,185.8,751,593,1024,1024,1024,,,,,
814,600.7,10m 0.7s,38.95689099,-95.27492704,P-GPS,1.0,0.3,2.3,0.7,1.1,0.5,1.5,0.7,1.9,0.6,38.95689271,-95.27493322,19,5,55,11.382,0.008,3.798,3.794,3.79,0.5,0.1,0,-2.9,-1.7,-174.2,185.8,721,484,1024,1024,1024,,,,,
815,600.8,10m 0.8s,38.95689136,-95.27492713,P-GPS,1.0,0.3,2.3,0.7,0.9,0.4,0.0,0.0,1.8,0.6,38.95689271,-95.27493322,19,5,55,11.382,0.008,3.798,3.794,3.79,0.4,0.1,0,1.8,-3,-174.3,185.7,690,448,1024,1024,1024,,,,,
816,600.9,10m 0.9s,38.95689176,-95.27492712,P-GPS,1.0,0.3,2.3,0.7,1.2,0.5,1.5,0.7,1.8,0.5,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,0.5,0.2,0,6.8,-4,-174.5,185.5,665,448,1024,1024,1024,,,,,
817,601,10m 1s,38.95689227,-95.27492699,P-GPS,1.0,0.3,2.3,0.7,1.7,0.8,1.1,0.5,1.8,0.5,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,0.7,0.3,0,11.7,-5.5,-174.7,185.3,597,953,1024,1024,1024,,,,,
818,601.1,10m 1.1s,38.956893,-95.27492671,P-GPS,1.0,0.3,2.3,0.7,2.2,1.0,1.5,0.7,1.9,0.6,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,0.9,0.4,0,14.1,-6.7,-174.9,185.1,545,1024,1024,1024,1024,,,,,
819,601.2,10m 1.2s,38.95689402,-95.27492621,P-GPS,1.0,0.3,2.3,0.7,2.7,1.2,2.4,1.1,2.1,0.6,38.95689271,-95.27493322,18,5,55,11.377,0.009,3.797,3.792,3.788,1.1,0.5,0,11.2,-8.2,-174.5,185.5,1008,1024,1024,1024,1024,,,,,
820,601.3,10m 1.3s,38.95689527,-95.27492552,P-GPS,1.0,0.3,2.3,0.7,3.3,1.5,3.2,1.4,2.4,0.7,38.95689271,-95.27493322,18,5,55,11.377,0.009,3.797,3.792,3.788,1.3,0.7,0,3.2,-11.8,-174,186,1024,1024,1024,1024,1024,,,,,
821,601.4,10m 1.4s,38.95689671,-95.27492457,P-GPS,1.0,0.3,2.3,0.7,3.5,1.6,3.7,1.6,2.9,0.9,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,1.3,0.9,0,1,-5.2,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
822,601.5,10m 1.5s,38.95689817,-95.27492348,P-GPS,1.0,0.3,2.3,0.7,3.7,1.6,4.2,1.9,3.4,1.0,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,1.3,1,0,-8.5,1.6,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
823,601.6,10m 1.6s,38.95689965,-95.27492239,P-GPS,1.0,0.3,2.3,0.7,3.5,1.6,4.2,1.9,4.0,1.2,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,1.2,1,0,-13.1,5.7,-174.6,185.4,1005,1024,1024,1024,1024,,,,,
824,601.7,10m 1.7s,38.95690091,-95.27492148,P-GPS,1.0,0.3,2.3,0.7,2.9,1.3,3.8,1.7,4.5,1.4,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,1,0.8,0,-13.7,6.8,-174.8,185.2,808,1024,1024,1024,1024,,,,,
825,601.8,10m 1.8s,38.95690201,-95.27492075,P-GPS,1.0,0.3,2.3,0.7,2.9,1.3,3.4,1.5,4.9,1.5,38.95689271,-95.27493322,19,5,55,11.377,0.009,3.797,3.792,3.788,0.8,0.7,-0.1,-13.2,6.9,-174.9,185.1,717,1024,1024,1024,1024,,,,,
