Altitude,Speed,Battery,Wind Speed,GPS Signal,Obstacle Distance,Motor Health,IMU Stability,Temperature,Crash
44,45,1,9,-88,30,73,0.058225885432285684,30,0
260,23,90,7,-68,34,92,0.16937726165930256,23,0
123,38,41,14,-62,8,77,0.5666201453747696,20,0
266,14,85,11,-53,1,84,0.6277428282092539,26,0
16,13,96,14,-64,4,91,0.8206573677610648,31,0
156,33,38,20,-82,10,72,0.6634397788393769,13,0
146,2,65,10,-65,11,86,0.6097428690116944,23,0
248,19,32,9,-64,15,96,0.651955585380598,49,1
195,24,21,5,-79,44,82,0.29457664548253826,25,0
121,13,76,15,-61,8,64,0.5884475407216512,30,0
70,5,13,20,-59,38,97,0.26115873732668715,29,0
144,38,74,23,-62,41,82,0.8016321518959365,43,0
97,29,19,10,-69,40,61,0.3953829498415946,57,0
41,11,50,21,-82,47,82,0.32238387233963506,44,0
48,2,33,13,-44,39,69,0.9244544366680045,41,0
120,32,87,1,-55,8,53,0.8548595007919689,10,0
62,14,54,12,-78,6,59,0.7183274338943846,21,0
127,10,50,4,-76,37,78,0.3438768836557181,58,0
297,28,32,18,-76,40,69,0.5991080158586884,29,0
241,23,1,21,-57,31,66,0.5350170787919037,27,0
87,39,2,10,-70,37,78,0.895882120562805,14,0
210,40,49,18,-91,1,66,0.347372944897428,51,0
186,32,22,5,-69,32,98,0.3349134164183155,15,0
83,6,17,5,-72,2,90,0.23460145032433144,24,0
274,19,16,22,-92,46,54,0.16129659820067954,32,0
115,22,98,23,-63,8,70,0.28387510277131967,14,0
254,24,64,14,-88,32,97,0.024871121041588395,40,0
113,14,96,4,-70,21,54,0.16956682363525566,34,0
233,1,7,6,-49,13,61,0.7562468695511502,54,0
129,16,86,18,-79,4,88,0.6803708889467023,32,0
210,15,15,8,-45,42,56,0.12099758142769745,42,1
130,26,9,23,-96,18,78,0.1339169018978461,41,0
262,27,99,2,-45,46,97,0.8185372285174536,35,0
55,43,67,14,-66,43,58,0.6155509470821747,10,0
287,27,67,13,-45,49,60,0.6449452745818429,59,0
205,20,20,6,-87,37,74,0.507297288412875,13,0
114,32,1,23,-44,43,75,0.4230267148672747,57,0
73,16,11,20,-66,17,80,0.9339746964497797,37,0
43,40,96,22,-63,5,51,0.9751276106508288,17,0
287,34,94,14,-52,29,60,0.5644809114278889,10,0
196,5,44,17,-96,45,57,0.5207076163612646,11,1
179,49,20,17,-78,23,61,0.32926056560123385,57,0
125,2,44,13,-52,47,96,0.547535954493898,41,0
130,34,72,16,-87,33,72,0.3138341367291295,12,1
63,49,11,3,-70,9,88,0.5382161475102143,26,0
295,36,29,8,-47,18,91,0.567925729758574,15,0
51,4,12,14,-63,45,97,0.3098110846061217,53,0
73,9,42,22,-98,16,57,0.0465093399102966,56,0
243,26,93,6,-42,24,88,0.5320030659891124,58,0
249,35,27,0,-54,43,74,0.5539553998031176,53,0
138,24,27,19,-57,40,73,0.21941680751179815,53,0
64,5,49,17,-62,11,76,0.831958604315443,49,0
116,49,61,21,-70,7,72,0.4137752218148979,36,0
80,6,90,11,-86,49,67,0.3077199207888459,41,0
10,17,94,7,-61,33,62,0.08307862026788848,47,0
298,14,65,15,-61,25,59,0.7708847103059137,30,0
46,25,71,22,-82,16,55,0.3926208191248459,53,0
264,13,84,8,-62,28,67,0.037749148924931974,33,0
265,44,91,19,-55,34,66,0.3638078467134058,51,0
49,32,38,13,-83,47,70,0.5892727350217333,44,0
121,30,47,22,-55,34,79,0.06955526958758129,28,0
14,38,36,14,-57,30,56,0.7880036911025624,28,0
172,14,46,9,-67,2,73,0.5330365944062726,42,0
12,49,10,12,-87,20,78,0.9322540047804044,57,0
203,30,42,14,-98,39,59,0.4267785837901039,24,0
234,37,84,8,-79,1,77,0.2103490369604123,38,0
150,40,97,14,-60,35,61,0.6018576192728959,32,0
132,2,83,22,-68,25,76,0.4532364907884452,41,0
250,22,28,14,-57,8,86,0.5019132852120191,55,0
15,44,20,15,-92,37,78,0.6875317707536186,51,0
173,32,84,21,-79,19,65,0.6580757709857169,51,0
63,35,87,15,-60,31,90,0.0554057374520428,17,0
135,11,65,12,-63,7,57,0.11815049603465821,57,0
22,27,19,10,-50,25,81,0.47051050836964237,28,0
232,36,94,11,-42,46,73,0.12470785720005184,49,0
111,36,51,15,-89,25,73,0.9718635749618895,57,0
197,29,99,14,-68,49,67,0.8027301413832699,31,0
207,3,37,9,-99,19,83,0.21801665387619995,11,0
255,17,18,2,-64,1,76,0.4867794845782518,32,0
132,30,73,4,-73,25,72,0.6756370827614212,21,0
83,38,11,21,-96,32,89,0.9178762410854467,35,0
198,1,50,19,-78,30,89,0.8943634701562037,37,0
278,24,91,18,-91,34,61,0.03333146321968716,21,0
33,41,96,11,-55,45,67,0.016796540693848727,41,0
171,40,6,3,-81,23,67,0.3309332855171847,35,0
126,40,54,13,-68,41,72,0.9628448697125411,39,0
136,49,27,4,-67,49,90,0.531639317858698,57,0
232,29,80,11,-94,32,53,0.29437186053120323,12,0
155,43,88,2,-56,26,62,0.41133975896549657,33,0
205,23,25,8,-94,8,95,0.8083812076769872,55,0
181,8,72,0,-63,39,88,0.8437342090425632,54,0
204,31,78,12,-50,29,55,0.0026411016278274912,52,0
220,37,29,23,-97,40,58,0.9389830551232543,50,0
181,28,15,13,-96,31,54,0.5410363650981166,22,0
113,32,27,9,-89,36,86,0.6649980402011343,28,0
240,19,51,23,-66,17,65,0.4184188240061474,10,0
49,19,96,6,-56,34,98,0.5307808811753247,38,0
235,46,95,23,-77,18,77,0.021506545027725532,45,0
261,39,12,23,-88,44,64,0.7932199523728457,35,0
119,18,25,19,-84,15,64,0.8005822152916385,36,0
47,8,39,6,-98,41,78,0.5887662545822401,14,0
102,29,25,2,-73,21,96,0.7342813094325517,58,0
25,22,91,12,-53,14,52,0.05499809816346524,30,0
287,4,23,7,-96,37,63,0.5718195314310306,40,0
97,35,27,7,-65,2,72,0.9151720378903855,23,0
284,19,98,7,-77,17,54,0.5435740189367831,42,0
52,2,39,13,-76,12,86,0.17581308890712588,11,0
56,11,61,0,-72,43,94,0.05937553547953267,13,0
36,34,88,13,-73,1,56,0.10625218449958651,59,0
204,34,91,19,-73,11,81,0.4300362503351892,49,0
209,3,95,0,-82,15,58,0.11145068195215568,49,0
113,13,14,9,-79,24,53,0.9834347370618544,15,0
230,6,15,4,-56,24,76,0.21082382572848402,57,0
142,48,60,11,-98,40,73,0.7604197391935417,30,1
160,48,39,0,-57,17,57,0.3762465472425869,43,0
188,26,98,2,-99,32,62,0.710439006713971,22,1
231,39,61,13,-81,39,59,0.505973806074507,23,0
279,17,93,5,-79,13,67,0.3146414461195022,22,0
12,44,98,10,-58,33,99,0.14248794038290313,37,0
248,25,4,23,-90,8,59,0.42099052486710975,36,0
296,33,21,1,-52,22,58,0.06577612118250298,16,0
108,11,91,12,-51,18,66,0.03702946597104595,35,0
295,45,71,21,-95,41,98,0.016982555391970577,26,0
72,22,77,6,-72,34,64,0.19337840330207368,16,0
263,40,36,0,-82,46,99,0.6679746197836594,15,0
17,14,90,20,-77,32,93,0.46202540315239893,31,0
171,16,3,11,-63,46,60,0.6284838004872292,28,0
238,30,86,24,-52,18,66,0.5869142786114456,13,0
161,7,79,22,-85,12,75,0.6944183918710172,15,0
207,47,21,21,-91,34,95,0.5523188138393704,50,0
216,43,19,7,-99,46,98,0.1064958106513938,14,0
83,33,88,1,-70,25,63,0.7865464617321481,26,0
15,33,6,17,-70,17,92,0.34238701440349606,52,0
184,46,55,15,-50,49,94,0.7988100358413017,18,0
24,2,16,19,-61,10,88,0.7335675374925671,21,0
14,4,15,13,-46,14,92,0.014607619863314825,25,0
14,11,63,23,-63,14,87,0.210692598728067,44,0
154,17,89,19,-78,48,61,0.11731608703093399,37,0
135,33,57,13,-57,21,51,0.8933181191924084,53,0
78,25,96,24,-86,23,98,0.7015521978625835,58,0
216,42,53,23,-89,35,82,0.64300371702972,26,0
272,14,32,12,-68,42,87,0.46694290283052153,14,0
151,48,11,11,-77,29,68,0.3704994932401591,16,0
254,44,81,20,-76,44,57,0.9707187378715919,53,1
13,43,86,3,-79,27,85,0.21555679878838563,23,0
142,26,25,3,-57,43,57,0.963689530994869,53,0
249,3,87,19,-75,45,54,0.5048365198172016,52,0
19,46,69,3,-42,2,66,0.4970837223578429,45,0
69,7,62,16,-70,34,68,0.940117481049094,29,0
293,18,47,15,-59,31,61,0.30902738943536934,47,0
261,46,16,23,-57,41,67,0.4659774615746195,42,0
233,45,56,18,-61,37,94,0.2953250045047022,50,0
107,22,88,22,-85,39,94,0.191203920770317,35,0
105,1,3,10,-50,43,55,0.8637905624361929,58,0
222,33,12,17,-43,24,63,0.9196126798096003,23,0
95,3,59,12,-64,44,90,0.17963287244308757,37,0
144,9,22,6,-65,16,79,0.35613181229193647,11,0
128,42,95,16,-41,46,90,0.8076354466447403,33,0
119,27,85,9,-89,40,54,0.13348841970550818,25,0
94,42,60,14,-48,48,62,0.29873546696818953,16,0
67,46,25,23,-79,41,54,0.5233387011482037,46,0
293,13,14,13,-79,12,84,0.5962339134343632,47,0
281,4,4,13,-48,16,86,0.9845485569369633,52,0
220,24,17,15,-49,2,53,0.5472459370853143,20,0
32,41,82,8,-75,38,86,0.9928523493845414,53,0
138,5,99,11,-57,34,83,0.7270394739132178,24,0
56,16,89,15,-46,47,52,0.8982070007314226,30,0
67,36,11,6,-97,21,82,0.43773407531397435,47,0
240,29,98,17,-84,40,56,0.7283690361811608,36,0
289,38,48,18,-56,39,56,0.013800730984435461,58,0
219,38,83,14,-58,12,56,0.3061745645921774,57,0
16,6,46,18,-54,26,64,0.4872870166057044,41,0
149,4,90,2,-61,32,58,0.04301079867059576,44,0
294,16,14,5,-87,16,72,0.1517079385491359,27,0
94,23,88,22,-94,8,63,0.5904610383012341,41,0
23,27,16,1,-78,7,74,0.49709280903864894,12,0
47,34,61,15,-97,28,63,0.7884278847829425,58,0
77,27,27,8,-60,37,91,0.1349878563080682,40,0
50,46,33,20,-61,7,96,0.4067569600088824,36,0
272,33,91,1,-44,31,83,0.7612781726867498,43,0
97,31,51,13,-69,13,60,0.8316125656623266,21,0
61,12,66,11,-89,48,56,0.6849977364713248,25,0
141,49,3,16,-51,24,78,0.884222670426256,25,0
245,32,54,8,-62,1,75,0.5174268605463148,12,0
55,38,97,2,-50,48,97,0.8481200402348914,43,0
194,30,9,21,-99,18,65,0.6324227924780674,13,0
71,29,98,1,-48,24,55,0.22716944478063872,52,0
102,14,21,11,-99,21,81,0.20889312812128003,55,0
118,4,45,19,-91,43,55,0.6849857465141275,53,0
239,1,46,22,-42,5,95,0.6493199772823974,54,0
209,13,8,14,-90,12,74,0.44205687286767426,27,0
189,11,42,14,-68,24,88,0.4606131218306809,57,0
33,36,94,13,-68,16,79,0.020302740411863418,54,0
44,25,97,7,-80,44,75,0.959493841771987,57,0
194,44,62,19,-75,3,51,0.04881653821769494,29,0
136,24,69,23,-66,36,75,0.8876929785016083,43,0
157,14,89,21,-97,44,57,0.11941565553891953,53,0
234,21,39,6,-82,44,87,0.04312736281445728,18,0
245,4,56,3,-48,32,97,0.71852103864007,51,0
239,44,85,10,-74,11,66,0.09929698058430014,54,0
258,16,19,0,-46,15,91,0.654934953230014,10,0
97,22,68,22,-46,16,82,0.9747087746776522,58,0
92,16,9,20,-60,49,51,0.5006606397142658,44,0
118,2,22,0,-42,29,85,0.23753170185939054,29,0
200,14,98,15,-89,48,68,0.24739148566344038,53,0
107,17,78,15,-74,8,79,0.5328085336048962,35,0
147,25,55,1,-68,4,76,0.03949393391376843,32,0
234,26,7,9,-46,14,99,0.0005116731679467579,26,0
291,8,70,24,-82,29,65,0.9446213099281845,39,0
198,29,8,7,-62,41,71,0.36357432440641746,38,0
46,3,32,3,-87,35,60,0.8670270707373796,40,0
139,24,51,9,-80,16,81,0.016988754200935374,48,0
11,8,98,6,-84,30,75,0.22426577107721668,36,0
293,28,65,9,-50,43,86,0.5159893454846004,29,0
122,26,60,18,-43,36,86,0.6765674292115482,43,0
76,32,49,1,-80,33,87,0.7853686843822035,10,0
166,27,83,24,-51,24,52,0.3687436120435531,30,0
197,9,45,21,-49,33,89,0.6790595420446517,20,0
65,12,7,23,-54,37,68,0.516071701560053,50,0
179,31,91,2,-66,41,71,0.316881198763011,28,0
225,42,16,7,-73,9,70,0.7502832669997006,55,0
62,48,70,0,-99,11,69,0.15105374357403378,55,0
65,45,60,19,-62,13,60,0.14954888019869794,29,0
192,39,99,5,-66,23,62,0.05027402790084323,52,0
66,4,87,16,-89,16,86,0.6145639228372846,10,0
68,36,69,8,-76,26,59,0.05539648114571771,18,0
38,32,7,9,-87,2,96,0.0077759719586509846,12,0
237,2,16,8,-46,10,57,0.898874879543183,59,0
83,34,68,15,-77,41,54,0.6092200533513081,31,0
35,1,67,2,-42,43,75,0.9417146045925104,38,0
251,17,78,6,-64,25,94,0.4053600478844819,38,0
200,45,62,1,-55,31,79,0.3395252707566433,14,0
238,42,27,7,-92,20,79,0.791122083546089,26,1
103,5,28,13,-57,33,65,0.47421518905419524,37,0
203,46,44,17,-47,22,69,0.46954785324910975,44,0
98,22,81,3,-62,2,87,0.033149050161918714,22,0
205,4,92,23,-51,42,62,0.08716355474556337,16,0
185,29,24,23,-47,36,75,0.8190990211237029,22,0
158,20,45,3,-47,33,76,0.1761253714271105,26,0
146,48,60,22,-41,6,86,0.17423352866277175,36,0
66,5,92,11,-88,16,52,0.8335176833145925,29,0
267,16,17,12,-60,38,88,0.1329819575243636,42,0
106,6,46,23,-94,4,78,0.35489050625542196,51,0
33,13,61,7,-63,9,87,0.8202586991013661,25,0
56,30,37,15,-92,43,96,0.8668520544907529,24,0
103,18,77,4,-51,48,63,0.5120533085815967,57,0
53,18,62,4,-96,3,91,0.9380648910963038,52,0
140,6,38,10,-41,39,92,0.5339364128226767,29,0
26,36,76,6,-61,49,90,0.6050235782267723,44,0
41,34,52,0,-84,39,88,0.7829646001338283,29,1
41,21,67,5,-59,46,69,0.9345225600070312,19,0
95,43,69,11,-73,32,91,0.9414707270226137,56,0
113,48,61,2,-43,45,58,0.11973712796046798,47,0
118,41,10,24,-85,47,90,0.9738130692576373,25,0
121,49,77,0,-88,34,55,0.36871174051811006,50,0
35,29,45,22,-76,30,61,0.013359915710120629,20,0
20,39,44,24,-62,17,64,0.48943854776347717,47,0
240,46,70,17,-51,6,96,0.5911835253371218,32,0
157,33,34,7,-59,1,56,0.6097751524681341,47,0
288,38,37,3,-59,31,76,0.27253356930431316,33,0
66,47,89,21,-71,27,50,0.7334901462537171,53,0
191,31,81,21,-70,41,72,0.32650565239426244,30,0
34,31,87,17,-98,25,83,0.4468304412411611,44,0
165,28,26,10,-48,34,90,0.6263454028206277,11,0
30,15,29,11,-54,42,77,0.38077019019939884,31,0
291,41,67,22,-89,3,58,0.7364151880921688,17,0
76,44,41,9,-61,30,83,0.5518072780767032,10,0
177,25,72,6,-76,6,72,0.41911448836409537,18,1
134,19,25,2,-53,32,84,0.6022542897321751,24,0
94,18,61,17,-64,38,57,0.8847597045165981,45,0
103,39,45,20,-100,5,60,0.3353981365960116,36,0
150,22,18,5,-65,20,82,0.5030168327058356,37,0
34,17,42,4,-93,23,80,0.45109026088815574,39,0
155,7,28,22,-57,12,66,0.8202033953347113,35,0
19,5,3,22,-76,12,91,0.3564726500328693,40,0
291,7,10,24,-83,19,63,0.4427661923328131,31,0
23,15,76,4,-60,36,87,0.5415990684850012,15,0
34,49,14,5,-93,6,62,0.2461246802847229,59,0
37,23,3,14,-56,21,55,0.4263122879880541,59,0
290,49,41,7,-63,38,75,0.6080469654129106,20,0
166,19,1,10,-66,12,91,0.24549324068060618,25,0
94,19,59,1,-82,15,83,0.07799435720275638,48,0
123,35,80,9,-98,34,92,0.18940200999630674,27,0
208,37,65,9,-47,27,83,0.3619388875251691,32,0
71,43,92,12,-100,43,96,0.5836977971847221,20,0
164,4,1,3,-51,13,81,0.16563150145485905,47,0
190,47,83,13,-65,47,62,0.46907508010996646,50,0
214,6,83,19,-56,1,96,0.10916854688071365,49,0
42,19,32,4,-74,1,78,0.9195234736357109,49,0
52,1,6,6,-47,47,81,0.5358357657720392,32,0
131,1,8,14,-94,12,55,0.6525940909529957,55,0
34,3,86,23,-90,34,51,0.3066751014168507,46,0
253,32,10,16,-88,40,54,0.7270238565635813,32,0
84,34,74,6,-97,19,72,0.7876938335647602,40,0
220,26,28,2,-98,15,85,0.10035271989278338,36,0
19,4,88,1,-57,14,77,0.6735544179831778,13,0
237,18,81,20,-94,2,90,0.3083819983403644,32,0
196,41,54,15,-68,25,69,0.7333683414368691,57,1
147,19,6,23,-97,24,62,0.47176898096564335,11,0
11,30,69,11,-75,23,93,0.8172653797284862,46,0
130,2,51,16,-77,36,52,0.4192018506060706,59,0
136,18,47,8,-90,38,82,0.6752048612012364,29,0
127,28,7,4,-99,23,85,0.45933584649988446,31,0
196,23,65,12,-45,17,56,0.6995716188601103,12,0
282,40,16,19,-100,8,93,0.7377346386625356,57,0
243,18,39,5,-63,38,53,0.6002302069479188,47,0
245,23,61,19,-71,21,83,0.5100343768372525,24,0
299,40,8,10,-54,46,91,0.227921274085926,51,1
173,24,36,12,-95,22,80,0.8728337897987417,59,0
138,34,82,19,-84,22,91,0.8463501771279458,27,0
43,47,42,0,-77,5,68,0.44352449176004793,27,1
84,21,11,10,-45,24,68,0.8982061053907852,21,0
26,17,69,23,-90,36,70,0.09962207041942994,41,0
113,41,80,22,-50,16,92,0.029346108641226554,29,0
182,2,37,4,-65,22,80,0.37618371350859037,19,0
238,20,34,18,-93,1,51,0.06470710081638076,51,0
208,21,4,15,-94,6,96,0.8574424758963449,25,0
261,19,73,0,-90,48,82,0.6649574106890079,39,1
20,41,65,13,-89,46,98,0.019505625574160468,42,0
112,28,82,18,-94,39,70,0.5351855120831991,33,0
255,16,30,18,-95,6,92,0.5146389024405852,20,0
200,26,69,17,-80,32,71,0.6817495333861824,57,0
138,25,5,10,-74,47,56,0.9028033739979224,22,0
138,20,43,17,-69,48,65,0.3125512509799723,26,0
92,48,10,12,-84,2,56,0.2840234491128467,17,0
29,24,84,7,-99,45,58,0.9832774002445789,31,0
98,12,14,2,-79,13,60,0.9045910662402757,15,0
223,42,77,21,-52,5,57,0.9371918501711692,19,0
44,35,23,24,-92,37,98,0.4244253696522462,38,0
260,31,65,13,-43,36,91,0.9504882292079035,19,0
183,22,75,11,-69,48,69,0.2833954080129828,27,0
26,5,12,15,-68,5,52,0.8795248753375674,57,1
114,42,63,6,-84,2,80,0.10170202464618261,46,0
61,45,67,17,-50,37,51,0.07591835195027452,22,0
41,11,61,9,-81,7,52,0.044793127673640964,43,0
58,32,21,8,-75,20,90,0.2239283368241738,21,0
48,11,55,13,-78,3,97,0.2085338465102201,29,0
251,36,73,12,-81,6,81,0.22501991213918715,17,0
259,8,11,9,-92,28,98,0.08935367858958865,54,0
68,26,73,24,-84,2,84,0.7098177082421463,41,0
198,44,31,2,-68,3,97,0.11613034612298423,55,0
215,27,97,12,-88,14,86,0.07327059343420117,30,0
209,12,41,12,-90,22,51,0.19846288779525234,41,0
263,24,77,19,-56,8,58,0.7364564800026198,37,0
164,26,63,4,-89,22,63,0.747983628203396,12,0
290,10,29,5,-92,48,96,0.07990508313697708,53,0
62,34,4,23,-71,15,76,0.7789417738037911,13,0
247,18,83,15,-95,46,82,0.955105989791917,33,0
264,7,18,10,-68,42,94,0.681458581515244,46,0
188,40,61,22,-80,2,80,0.8650335920770417,47,0
259,39,13,23,-63,25,64,0.30812268540484244,10,0
259,33,27,3,-66,42,72,0.7197831039010728,31,0
162,10,23,21,-87,29,79,0.8027239136502409,32,0
30,6,3,19,-45,40,70,0.13230133769110475,56,0
65,2,34,20,-96,28,66,0.36909857863733764,51,0
117,20,56,16,-86,49,84,0.8156098974646214,13,0
123,33,14,2,-43,3,98,0.7927325748848563,25,0
69,3,76,3,-76,42,96,0.23193427236481268,18,0
20,46,33,7,-44,9,82,0.8514548024183354,40,0
112,39,16,2,-44,9,90,0.8064152028219198,16,0
226,23,6,11,-69,34,96,0.9073326171713868,57,1
220,3,38,12,-42,31,70,0.7654853829096139,36,0
95,37,37,23,-76,40,59,0.1887150124680239,18,0
293,2,43,0,-65,38,59,0.8305819460676432,49,0
169,49,42,0,-91,45,89,0.11217508608463533,14,0
62,17,37,18,-88,21,96,0.6227569236828604,50,0
27,2,89,10,-60,18,97,0.5777865018412357,51,0
191,20,69,12,-76,49,84,0.5702798203733386,52,0
106,42,67,16,-48,22,77,0.3883580371821249,26,0
234,27,34,6,-44,49,91,0.47922760133417797,16,0
58,34,65,7,-42,45,91,0.8496946203522877,49,0
168,27,8,10,-46,35,73,0.630956324779095,59,0
207,24,66,16,-60,15,69,0.26737447372985035,21,0
223,9,59,15,-42,12,67,0.6148375168021694,24,0
160,36,97,6,-55,27,90,0.10794341226114357,58,0
279,4,58,2,-71,49,73,0.0156996185404098,43,0
91,26,63,19,-84,35,73,0.009771426957362106,25,0
64,30,21,18,-65,28,91,0.9440800264716452,48,0
251,6,95,12,-93,32,64,0.6410594124160649,48,0
15,22,74,24,-68,38,52,0.17441921667590132,22,0
252,23,91,23,-55,49,82,0.49307481832696287,38,0
174,19,3,8,-87,49,71,0.3140094127444232,52,0
213,24,82,1,-76,17,71,0.26237249511991323,19,0
61,49,41,13,-89,48,77,0.944552383378154,26,0
138,35,61,13,-100,18,87,0.20481265875129384,14,0
31,15,22,21,-81,18,75,0.41435729394148046,29,0
37,10,20,22,-70,48,60,0.7468376303150223,48,0
56,43,85,19,-93,40,96,0.2651203171467911,29,0
252,8,76,23,-77,15,61,0.6654965295428463,10,0
205,40,52,2,-92,23,83,0.007313840148946982,29,0
173,36,6,14,-75,4,62,0.1406138501048958,32,0
122,28,59,14,-65,36,76,0.35012863237916547,40,0
71,39,33,4,-88,8,66,0.358513698283752,13,0
54,26,39,9,-73,28,53,0.7024301030564689,24,0
93,11,85,8,-78,41,77,0.7457383679646703,54,0
71,47,64,10,-69,30,71,0.837054424750421,53,0
167,41,70,0,-96,14,80,0.30808660585771674,59,0
263,9,8,7,-61,3,62,0.709832778773406,56,0
144,24,50,24,-59,48,91,0.29133159542871556,12,1
161,26,43,14,-100,30,64,0.021780392662230308,28,0
100,29,22,8,-61,12,65,0.8021779874094084,54,0
172,43,3,10,-97,48,64,0.39995091309887154,44,0
59,14,91,14,-74,23,66,0.14573987934191368,22,0
43,6,50,0,-96,9,75,0.7703548686129752,42,0
216,28,87,17,-72,22,86,0.5666024217658463,48,0
294,39,62,24,-59,47,80,0.3309114023669325,28,0
246,43,6,21,-70,38,91,0.9466111220753205,13,0
230,3,88,17,-50,1,77,0.21375166990580907,14,0
47,1,50,10,-76,16,92,0.9491096446835829,57,0
173,27,40,19,-67,4,77,0.6613340270935114,36,0
134,14,10,17,-72,7,60,0.602574662312946,48,0
76,31,95,13,-79,49,62,0.5174000876222482,25,1
214,26,82,21,-61,15,83,0.38455938649830146,47,0
229,36,15,20,-75,32,95,0.6292707814228201,11,0
166,20,91,11,-48,25,59,0.4660014325420653,55,0
10,6,7,0,-42,49,62,0.4908632106187867,20,0
40,17,57,22,-87,22,53,0.9193676914868386,24,0
202,48,5,6,-57,6,50,0.9720790854133147,16,0
127,16,18,4,-85,35,50,0.9075593961687651,12,0
35,34,40,4,-74,1,86,0.5454733632535088,30,0
110,9,23,4,-90,5,63,0.8662573766279914,20,0
118,6,84,2,-86,13,94,0.49558459569883173,23,0
143,20,77,5,-54,39,72,0.46957594809497705,23,0
179,48,98,12,-45,33,54,0.2882196341424855,25,0
254,12,69,14,-57,16,89,0.41029481548053437,57,0
254,14,37,11,-71,13,72,0.6676533257460343,41,0
50,24,21,22,-66,22,72,0.9935367896423513,57,0
26,20,30,19,-54,19,50,0.3911152108821069,13,0
109,44,82,22,-53,13,52,0.9495786439629463,53,1
159,41,57,21,-96,38,68,0.8231469216723397,49,0
275,47,89,19,-51,31,87,0.4619142745362166,49,0
213,13,48,6,-64,31,80,0.3365134695527836,38,0
128,9,98,20,-68,13,75,0.6081221650186037,34,0
143,5,99,13,-65,20,91,0.30493898554092547,54,0
78,5,34,2,-73,43,50,0.8910675434963478,14,0
84,38,65,16,-82,25,84,0.059277993029808296,38,0
85,31,6,20,-90,32,72,0.3891767757860356,39,0
52,37,50,17,-73,35,58,0.17840856205621025,15,0
46,37,81,12,-81,26,76,0.031503528880862164,41,0
47,19,66,19,-73,30,89,0.41707630360720316,25,0
298,14,41,14,-85,10,60,0.9819093553870484,54,0
46,27,5,6,-52,31,75,0.8464048531805946,29,0
32,1,83,15,-85,20,76,0.4108416901745894,13,0
13,47,55,2,-51,46,77,0.2336175258065598,29,0
45,48,91,12,-49,15,87,0.8428553789887389,56,0
184,35,24,19,-61,2,80,0.6888533151436437,20,0
229,19,51,22,-52,25,69,0.4032657443473958,38,0
222,17,50,10,-77,6,56,0.3786778650243986,48,0
150,31,56,22,-60,11,66,0.41060894501987266,54,0
109,29,42,17,-67,25,61,0.7876237916100779,42,0
143,46,45,7,-98,35,93,0.7582013443439177,39,0
91,19,46,24,-41,26,83,0.08216907499396342,55,0
175,19,8,13,-63,22,90,0.2666933848745052,47,0
268,9,83,4,-95,35,56,0.8089141423612748,50,0
182,18,15,2,-78,47,69,0.45538828780117224,38,0
207,37,79,6,-47,32,64,0.779476569767959,45,0
101,48,63,18,-72,3,71,0.7737666314546298,45,0
20,45,51,20,-68,32,99,0.07826739140264138,21,0
212,46,19,1,-89,10,98,0.7232170366523555,24,0
94,28,80,5,-61,30,67,0.6344422582642727,59,0
181,25,99,17,-68,13,92,0.044163114162160344,32,0
84,16,30,8,-65,47,61,0.3839993663300101,32,0
125,33,84,23,-44,38,89,0.43757473070789477,52,0
114,13,9,9,-61,17,86,0.7706520698098024,19,0
263,40,57,8,-50,9,91,0.6098441292896731,13,0
101,18,14,8,-56,42,57,0.4860000284089979,52,0
202,30,36,23,-74,41,56,0.596819539620999,43,0
130,27,15,7,-51,29,56,0.2503895254945485,44,0
246,2,25,13,-71,22,78,0.2632150343880306,53,0
198,26,67,21,-83,31,55,0.9826401946733687,56,0
171,28,90,3,-53,29,98,0.422725143897999,49,0
119,2,85,10,-79,22,80,0.8303520705943115,56,0
234,47,30,22,-78,12,85,0.6623977517099296,28,0
217,45,93,18,-95,41,63,0.7652395696565609,28,0
298,36,52,20,-70,47,63,0.4108066179677653,27,0
132,10,5,11,-66,47,66,0.770808348491293,23,0
226,21,58,22,-44,3,68,0.8461551110673984,43,0
267,39,73,3,-60,46,88,0.337393942518052,57,0
81,2,54,4,-73,47,64,0.5333818836920963,25,0
192,2,58,17,-44,19,85,0.2890582292826521,41,0
273,2,61,2,-46,32,76,0.48940765433889954,40,1
224,36,75,19,-54,16,80,0.10780118331132771,17,0
286,6,87,9,-85,22,54,0.983530964701011,12,0
235,25,99,2,-95,1,64,0.16817217330020306,50,0
240,20,93,0,-48,20,58,0.27596340441118505,12,0
112,17,16,7,-55,36,61,0.12145519318677711,42,0
95,48,78,7,-51,1,92,0.9636468572538793,26,0
277,6,97,18,-74,27,63,0.5904921678509295,24,0
66,28,47,20,-92,15,69,0.24673771336728723,32,0
264,43,84,4,-49,46,69,0.45144388509260547,55,0
102,24,27,17,-75,44,89,0.8924702376282971,53,0
206,23,89,0,-96,18,78,0.8616843242102689,36,0
185,47,93,9,-58,34,72,0.6958629117011602,40,0
199,48,48,24,-90,21,91,0.24418303958555698,36,0
27,41,61,6,-90,18,80,0.8919400398964007,13,0
200,28,12,18,-84,8,99,0.9626136230283887,41,0
188,24,66,0,-96,34,92,0.1089920638265266,49,0
38,16,62,1,-100,46,73,0.6790300697493089,20,0
153,14,64,3,-68,5,96,0.6219642136825873,47,0
